srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,label
175.188.4.133,34901,175.74.29.61,53545,icmp,INT,17.269944606777084,6121,55843,136,67,1,5,dns,9301083.105170315,7846345.530452178,88,50,105,587,0,12494716,0.92,907.4553061734542,5,4014,70.38646845817016,99.50418755898627,1422292878,1422295399,436.89327794884684,293.53677184230514,0.0,0.0,0.0,0,2,0,0,0,20,9,14,11,3,2,15,Normal,0
175.46.113.210,1366,175.230.178.239,240,icmp,CON,11.646558025168165,49151,30441,252,32,2,1,-,241757.45338171872,9153355.167325756,186,166,0,0,0,0,221.07389359248486,197.47163038883906,2,1109,11.711501233665405,28.79259817876906,1422435693,1422447080,340.58336097441975,78.21268630843144,0.0075479771388237155,0.0,0.0,0,5,0,0,0,16,15,20,1,2,1,9,Normal,0
175.123.136.137,57877,175.28.112.148,63379,tcp,FIN,12.077531242865485,22143,21333,60,125,5,5,ssh,3767137.018905018,5793655.93574645,180,178,45347,19374,1378844817,2171386162,76.52461560072854,155.8532221967894,0,478,23.15220464472878,23.515101716560284,1422490033,1422499824,247.51938672646222,163.4378127179602,0.30074457460096166,0.24753993007763708,0.10910230665557034,0,1,0,0,0,11,2,1,5,10,3,4,Exploits,1
175.146.8.129,61221,175.220.91.28,21,tcp,FIN,4.506329111831137,27770,80545,128,123,2,3,dns,742100.4318202488,9899064.27650522,118,145,31740,29825,127893953,1764558369,290.03381932274374,494.61913932188025,3,4646,47.574138892716,64.85672233168897,1422110529,1422121909,36.70521389088213,426.5177767093799,0.3208011547414251,0.1018008332622734,0.29062731221405974,0,0,0,0,0,17,2,7,7,10,8,9,Fuzzers,1
175.188.134.150,45563,175.195.190.28,828,icmp,FIN,0.3615234120262753,71247,43714,58,34,5,3,-,9203801.86975227,3185487.513681653,105,28,0,583,29329942,0,985.4324049088573,1719.5033841613217,1,329,93.7030155329499,30.504683209334797,1422444321,1422443162,65.56242551137332,120.14953560759818,0.0,0.0,0.0,0,4,0,0,0,5,13,15,12,9,7,19,Normal,0
175.183.32.204,30252,175.203.111.248,1414,icmp,FIN,14.425987500103147,42764,37464,125,62,4,3,-,7863583.654004555,8882375.713970495,194,14,0,0,0,0,192.7760088751235,2661.4604031962876,0,982,63.93181544125409,81.8944886661184,1421940839,1421958205,58.24493203664131,429.08593117831157,0.012980438357878106,0.0,0.0,0,3,0,0,0,16,1,14,7,3,5,6,Normal,0
175.77.94.56,31723,175.48.8.101,178,tcp,REQ,9.8515770881941,3020,68496,246,62,2,4,smtp,2800378.4916586783,1878951.1865658613,160,189,64414,55684,3641094735,2733181534,331.04295552090275,477.2210152463715,2,831,7.144721437962708,33.03832696285543,1422429746,1422443391,301.87255798903806,73.16111424137677,0.2627135640155122,0.14545218609792443,0.06556352290018605,0,3,0,0,0,1,10,6,11,5,10,14,Normal,0
175.124.233.142,59938,175.74.196.49,21,udp,REQ,22.749869415615926,18526,10335,126,254,2,4,-,3018627.617296106,15809.1723,188,76,0,7,32512818,0,407.0770181901423,27.847927679141435,4,4753,98.43677289940617,52.82131095877892,1422075984,1422098833,228.80719418989318,235.81531810350893,0.0,0.0,0.0,0,2,0,0,0,18,18,13,15,6,4,8,Normal,0
175.66.138.186,34139,175.21.53.10,993,tcp,RST,18.575787169275145,54089,63506,128,59,0,0,-,384359.87401954056,7954560.989090228,53,136,49052,1230,2502698352,251660700,1103.7145055651924,452.6056073637851,3,907,41.352546151348854,44.27978917494592,1422060045,1422084512,44.54908563667323,70.22865609921385,0.29967980907264596,0.2685212846361902,0.10510397751576503,0,2,0,0,0,14,2,7,8,2,10,1,Generic,1
175.59.246.170,13057,175.123.124.55,107,udp,CON,21.222627754422266,13810,57954,35,66,2,3,-,7594071.77163112,2376072.0931754755,65,170,282,346,0,83140035,290.05188340451014,180.3500283318363,3,960,67.30274476706576,90.29441057919242,1422460059,1422483982,52.846744947712764,333.31106926022187,0.0,0.0,0.0,0,6,0,0,0,8,19,20,3,6,7,13,Normal,0
175.26.170.3,28610,175.52.221.251,21,tcp,INT,22.677515617799582,77498,94503,133,40,3,3,-,4901865.120475659,5637455.999239869,155,175,65063,31657,3127709630,2187175327,365.68522666998183,768.6076447632715,3,4779,33.4193110030976,5.642740075820222,1422359193,1422391075,455.98513491638187,62.88494742534554,0.3027497054170288,0.19798396732239823,0.14273187796511383,0,3,0,0,0,1,6,10,7,8,6,15,Normal,0
175.231.84.7,17426,175.49.10.171,150,udp,INT,24.441510220464128,32988,96361,36,69,1,1,-,1867560.5937445841,2769371.230290502,14,170,0,1083,0,76565087,1924.8281152457237,841.719044948803,3,1900,60.46263763821504,3.8133488972432277,1422140268,1422171516,188.78847307942473,395.9985930391965,0.004534338070293448,0.0,0.006145045490643441,0,6,0,0,0,10,14,6,3,3,8,13,Normal,0
175.204.29.140,60682,175.56.241.240,21,icmp,RST,19.341928411364584,482,45151,251,134,1,2,dns,8567829.700037163,704304.0116801612,56,140,235,449,0,11846840,21.234185005387005,651.0991839537719,5,2714,95.49493769097455,67.61764897220377,1422010325,1422003161,111.70336831874687,35.85803267872934,0.00038023813683375307,0.00225758593774867,0.0,0,4,0,0,0,19,2,12,3,7,10,20,Normal,0
175.47.246.169,62058,175.66.0.230,21,icmp,FIN,19.310837116803604,69245,55088,126,32,5,4,ftp,4456235.621708856,9600627.413845275,128,197,1697,215,54679123,0,500.2644544574885,91.6140390255114,3,2831,57.97266103692573,75.44137616088334,1422528565,1422547144,49.17728120677471,64.02228165157263,0.0,0.0,0.0020683009863474147,0,3,0,0,0,3,10,20,18,7,5,7,Normal,0
175.55.44.81,49574,175.95.218.21,1121,icmp,CON,22.11127140969666,32457,58668,32,67,1,0,-,182857.9205030122,749674.56594309,113,153,683,37,0,0,224.33422225989023,412.19599026106033,2,125,0.4603,49.97182870180724,1422031105,1422037171,437.63863639348796,295.5684055826267,0.0,0.007781537478861734,0.006721240025739783,0,2,0,0,0,19,11,10,8,3,10,17,Normal,0
175.218.29.207,45591,175.55.198.244,21,icmp,RST,8.574264743132806,70338,60485,254,132,1,3,-,4394994.80591818,9736605.687497709,55,33,1,1713,0,0,1072.145011108771,2462.940989585718,0,2291,79.62994335182105,95.20975765066693,1422025404,1422022317,490.8113531158251,384.42926651225696,0.009099632756046461,0.0,0.0009277401562010526,0,2,0,0,0,11,19,13,2,10,5,12,Generic,1
175.129.249.103,58851,175.238.238.96,22,tcp,CON,3.912423,6770,32160,64,32,2,2,-,531193.4166,4650894.1732,99,168,56804,10239,2569406052,2049163708,68.38,191.43,3,555,35.2482,19.3479,1422458745,1422462657,82.9727,496.0498,0.07297,0.213332,0.080883,0,0,0,0,0,17,7,17,12,1,8,13,Normal,0
175.130.178.131,3126,175.250.188.179,667,tcp,CON,27.785794566662396,95731,30699,59,252,0,2,-,6326145.131526433,6894554.067030712,184,173,18880,35425,2803598500,703865406,555.9489241874469,547.9553132731489,1,4969,57.12852689165358,67.06414259620166,1422095347,1422120240,7.581815788481519,374.2581852052623,0.326227782926064,0.2743287092415203,0.12090049092627811,0,4,0,0,0,3,17,7,14,3,7,9,Generic,1
175.243.71.120,23197,175.165.190.145,46,tcp,FIN,26.58488370951175,42677,90087,32,126,0,1,smtp,4239066.183600924,3171453.1582328225,167,29,25196,47010,1325234580,33244586,431.37933676906596,3426.830496697738,4,3771,60.25092734522686,68.77809110188929,1422357177,1422365165,228.23620329257525,117.16312504473865,0.3695726377040979,0.1846553761311324,0.13881843897473808,0,3,0,0,0,10,2,8,17,2,7,14,Normal,0
175.136.220.83,28227,175.45.57.172,21,tcp,CON,10.458949034145284,39883,46412,37,121,1,2,ftp,6179924.523059981,9938164.08310147,116,158,21309,55188,3480592421,1612722929,80.77112573005451,64.03004357627103,5,627,11.012566088558218,5.206306713373546,1422087126,1422081648,434.0606369734278,402.8481414149128,0.004018261491171597,0.20644943462520077,0.03775839222169331,0,3,0,0,0,11,7,19,7,4,9,17,Normal,0
175.46.147.166,54753,175.233.177.180,47053,udp,REQ,9.565960585493114,81093,23895,254,64,1,4,http,7292417.157706962,4550373.466488704,173,47,603,347,13690534,6931894,407.57091465681776,750.3393949035844,5,4741,10.867546519197653,68.0384395378885,1421975749,1421984196,114.65996428605317,431.1888843224637,0.0,0.0,0.003565787225464351,0,2,5,0,0,18,11,3,7,8,7,17,Exploits,1
175.108.95.52,49894,175.30.93.208,362,icmp,FIN,29.401129410420836,53692,57360,32,70,0,2,-,741364.0364263764,1106072.503952008,15,86,0,0,0,0,3470.6178787637946,483.4500480257898,0,4697,25.082857280332092,48.67290842523723,1422026313,1422071348,23.427788367745286,150.33016789708788,0.0,0.0,0.0,0,0,0,0,0,18,2,4,7,9,1,14,Reconnaissance,1
175.147.92.31,41993,175.67.103.1,426,udp,INT,0.6898405527929559,62181,64929,34,254,1,1,-,5946215.796825579,4573220.189046074,101,117,702,0,25857361,103432663,487.20945120180096,548.1568199593165,0,4969,60.90329131586397,25.66791245896247,1422485650,1422505118,145.07111886757073,316.05753829430336,0.00836677737519549,0.0,0.0,0,6,0,0,0,7,2,6,5,1,6,2,Reconnaissance,1
175.30.102.94,9222,175.236.75.62,798,icmp,RST,23.53403448144682,57857,54614,127,35,5,1,-,8307012.83484929,2833386.70923222,75,170,0,1157,30824628,58191526,779.6885258012104,101.29792200882218,1,1943,71.23167562163025,26.36394622195698,1422183700,1422198134,56.51822168763604,83.38310849622728,0.0,0.0,0.0,0,1,0,0,0,10,15,16,18,7,7,2,Normal,0
175.9.254.39,27116,175.0.19.171,897,icmp,INT,21.635620554235,51793,75389,32,244,3,3,-,4000534.7785767615,7302738.25971383,19,138,1558,372,60250830,105011525,3139.64409291584,288.25639232889995,1,16,37.62904345971917,71.00364143769225,1422436214,1422449639,57.17449272392386,270.1559401331788,0.005008449204062558,0.0,0.0,0,2,0,0,0,11,10,13,3,2,6,18,Normal,0
175.202.158.191,51126,175.173.113.86,21,icmp,REQ,15.023154956122879,16816,68204,61,120,2,5,ftp,9119577.701660004,6260834.314714757,33,56,0,0,0,0,534.3024983614388,1518.9624023914894,0,1167,25.603479915002996,15.838467051431117,1422082733,1422108857,382.5539069334997,335.1806131819052,0.0,0.0007965839275574252,0.007113075579253652,0,1,0,0,0,16,15,19,19,8,10,20,Normal,0
175.47.184.249,28498,175.182.173.21,22363,icmp,CON,2.275244108061762,54348,72550,32,254,5,3,ssh,6925116.504380132,5608730.915812878,20,53,486,268,0,0,2103.4827579194343,1466.1353256422676,3,1320,10.399951514641181,92.9651800613099,1422193286,1422194628,104.8361658672928,16.650971656311867,0.0,0.001101556727175708,0.0,0,5,0,0,0,18,1,2,8,8,1,2,Exploits,1
175.134.73.225,50536,175.96.63.180,190,tcp,CON,5.288191131427292,42633,98737,65,64,3,5,ssh,8075398.672865885,2970908.2200947423,106,131,37198,29247,1823233901,3490853827,514.1736209083845,821.2490462595175,5,2161,52.538917198934655,66.40921117426544,1422200289,1422181154,142.23426054880497,79.57231534534652,0.05216005693074631,0.15632314307562012,0.2726938759683579,0,0,0,0,0,20,14,3,15,1,2,10,Fuzzers,1
175.183.232.218,20919,175.95.194.4,204,tcp,CON,16.891044842617134,1514,99314,124,61,0,3,-,3780090.721622758,5259039.128960639,30,120,63493,60234,3288490497,2081941644,0.92,380.90572840232284,3,4956,20.204979817973683,6.5327698567061425,1422491400,1422518279,325.4170625817035,409.3444687122737,0.28831325075429143,0.09187894320698543,0.18077894303162265,0,4,0,0,0,13,5,14,9,3,3,5,Normal,0
175.6.4.246,45174,175.54.173.219,21,tcp,INT,4.605506252689141,98316,74038,254,66,2,2,smtp,4955431.521882487,2546417.5054415935,134,180,34603,15568,293534955,2288826186,835.9931695431534,554.0285374187035,0,4183,88.80895951013866,41.05149888099868,1421928298,1421931414,463.90909183106123,13.529055285400695,0.21161597796312678,0.04603589545937613,0.20017112903748252,0,1,0,0,0,13,4,16,6,2,4,4,Reconnaissance,1
175.226.108.234,32621,175.208.248.195,21,icmp,FIN,24.18951904034318,66486,22320,32,128,5,4,ssh,3861515.842357491,7848801.800940889,136,143,0,0,65792252,15078632,898.3441721003904,107.145139971553,0,1335,21.0272938131424,83.90747694350928,1421992036,1421995685,114.06136104712567,228.5059798498253,0.006214626781813397,0.0036752877845398573,0.0,0,2,0,0,0,7,9,12,15,9,7,3,Normal,0
175.133.129.148,59982,175.255.59.47,46,tcp,RST,24.835279133519943,75546,58305,35,67,4,1,-,4155342.5571213653,1731601.0570143817,84,66,62938,65269,3195849923,743426945,810.4959092666965,876.7716856853335,5,2792,14.673016457178386,95.35127617894773,1422475401,1422490188,136.3191413448618,88.34409165449509,0.4105553850866994,0.2200020136222009,0.0320399197494141,0,6,0,0,0,12,13,3,18,4,3,2,Normal,0
175.47.184.249,27895,175.182.173.21,23076,icmp,CON,1.9434618607388754,55397,72207,33,254,5,3,ssh,6981765.061770909,5366123.094020074,25,48,0,473,0,0,2263.4366673144386,1477.1886060408472,3,1435,11.152229229204462,91.5638585579215,1422210345,1422212110,111.45470935379451,29.134621073162354,0.012846120457605716,0.0,0.0018564834756280753,0,5,0,0,0,18,1,2,8,8,1,3,Exploits,1
175.225.209.66,24237,175.28.251.137,184,tcp,CON,9.362917396058776,54450,61707,56,136,1,2,dns,4680356.757075659,3744044.697631206,81,7,3264,8667,941989315,2349050574,765.2303747583669,10136.957823201892,2,3040,91.04158267094452,67.16115498637643,1422487979,1422484484,438.50980835287675,430.4541921649817,0.19351052402715227,0.27149748171816507,0.11412014137682246,0,2,0,0,0,9,3,8,10,4,3,15,Exploits,1
175.205.22.40,43549,175.72.126.160,21,udp,CON,20.4990291079826,93625,81829,129,67,5,5,-,9162570.516057983,4043782.123069073,2,108,0,0,0,49600063,31041.0,447.1744980234787,3,2985,29.503943064050286,91.33074370704394,1422452580,1422464705,119.8868835409197,1.366,0.0,0.001409382255291024,0.008495115890795648,0,5,0,0,0,13,2,15,5,4,2,4,Exploits,1
175.63.221.38,55409,175.11.94.37,997,udp,RST,6.969157009761297,66215,96732,64,254,3,2,-,2926360.108366635,1116721.0291774299,156,125,895,0,30701416,0,444.5271113864579,302.64027442933224,2,2265,42.536321916301326,71.94922870182064,1422037596,1422044871,235.87452868803175,405.8277191617399,0.005390270212121864,0.0,0.0057856326710050265,0,1,0,0,0,1,10,15,4,10,7,1,Normal,0
175.190.173.107,31348,175.3.161.221,1193,icmp,INT,25.454945533603343,76081,67330,33,64,3,3,http,5572957.404797715,5612848.677196716,190,90,649,1009,26153395,58364286,221.15493044823893,524.4622534171992,0,317,80.19311351863722,64.0741907211908,1422188060,1422224826,150.80742652296516,427.76630785688286,0.0,0.0,0.0005147160798758581,0,2,0,0,0,4,2,10,5,5,7,5,Normal,0
175.230.80.237,1242,175.90.204.74,35586,udp,REQ,10.017256270751284,58600,85363,63,35,3,4,dns,6402352.82728943,9740555.39220894,106,48,1027,1113,93030148,36483525,269.91330450657034,1587.7497335221774,5,215,61.84712473813952,13.975607118069394,1422455772,1422450768,499.4549,286.91338634443804,0.0,0.008832087445873863,0.003904193073032639,0,5,0,0,0,13,1,11,20,4,3,19,Normal,0
175.241.192.75,65231,175.219.47.57,37,tcp,FIN,8.482256102181973,37392,89769,60,249,0,3,dns,7240746.853777764,9350560.95889052,198,143,14708,59895,4243606121,991979609,425.90411514662344,426.80677316865626,2,4016,54.893525847113295,65.85053869351238,1422270925,1422286962,59.00082258479333,317.1876546960472,0.04336454835346003,0.17209980702941174,0.06510910735926914,0,3,0,0,0,19,8,3,5,7,10,16,Normal,0
175.114.24.72,1736,175.215.229.81,345,udp,RST,10.318452916803267,75166,4896,64,254,0,1,http,1955858.9228582813,3400200.054043698,17,158,729,143,72838848,0,4627.165955096446,0.01,5,860,5.1518623503639684,41.93931277801021,1421965531,1421962813,298.4533156943008,308.21953184761156,0.0,0.0036308259316052026,0.0,0,2,2,0,0,9,4,16,8,6,1,12,Normal,0
175.141.158.49,41259,175.21.175.214,1132,udp,RST,24.314573746852922,76042,45224,129,32,0,3,-,9339790.68031633,1599902.3538075953,174,39,1,1103,0,61050471,465.35013223290485,1634.68157172981,4,2376,61.28195221119013,69.37857043547221,1422248978,1422272687,235.0156210304593,33.096847080970655,0.0,0.0,0.0,0,2,0,0,0,1,15,3,7,5,10,4,Generic,1
175.107.135.25,61170,175.168.37.118,1071,tcp,CON,22.50306406632066,99864,35664,129,121,5,3,-,3462201.7107781963,4324700.342010707,67,144,37534,6933,3231774480,1163616567,1497.9502930663218,0.01,1,2912,56.962644548533014,73.11712094457529,1422253431,1422282555,476.89246123742186,86.52220156260142,0.32205146149447833,0.1376193105278912,0.12458754307038267,0,2,0,0,0,5,6,5,19,5,7,9,Normal,0
175.8.170.215,39615,175.162.86.232,822,icmp,INT,15.534873458238033,85251,52820,254,41,0,1,ssh,8299783.9142829375,5188690.821242911,184,70,0,0,0,0,661.9195230139752,906.0584861875652,0,1426,42.102041762538704,28.76486556200204,1422135283,1422148114,348.840622414816,208.41627111437612,0.0072529685054328625,0.0006075612362567332,0.0,0,5,0,0,0,1,10,9,19,6,2,11,Normal,0
175.220.68.253,31430,175.202.110.170,158,icmp,RST,21.387931249065637,40046,43119,67,254,1,4,-,9970750.295029337,5740090.039101331,5,158,0,112,7645530,0,19942.41900849143,320.5707834977993,0,2959,58.11807439090869,79.31737337536882,1422006816,1422024269,312.65072783966104,261.5049595076143,0.0,0.003067432600193352,0.0,0,5,0,0,0,6,7,8,20,3,3,1,Normal,0
175.43.151.205,17121,175.126.37.22,21,udp,CON,21.67235338247631,82598,19704,250,135,2,0,-,1042839.9548707856,9420107.906186482,116,93,0,0,34572813,0,531.997809557407,552.5867770130722,2,763,12.766322428420372,20.584204998677656,1422391653,1422409447,272.11421936132507,256.0189913512114,0.010600041846477472,0.0025221012629214764,0.0,0,0,0,0,0,1,3,12,18,2,10,20,Normal,0
175.199.2.206,61052,175.46.74.121,21,icmp,FIN,1.5948599285304914,34588,27587,130,37,4,0,smtp,6865108.214478241,9264076.669010673,104,158,598,318,13131927,0,442.0740614546253,170.09596251685474,5,4137,27.652137064998207,95.2337793704243,1421990694,1421997931,474.4482811067498,400.40257671097623,0.008064138634585633,0.00018591343826154073,0.0,0,5,0,0,0,15,15,1,7,9,5,7,Exploits,1
175.201.43.79,28788,175.107.176.55,321,tcp,FIN,25.559122567806458,19569,21124,56,55,4,2,http,1929357.2752348185,1541538.309380928,145,14,61502,10867,369741273,441444748,140.54393342559325,1549.2600376811724,5,4682,48.87834551826889,31.67463827852332,1422056365,1422074732,336.1004589600035,106.48043715739598,0.13406806690704473,0.024816960855796846,0.05888986649962168,0,3,3,0,0,11,20,10,20,3,10,19,Normal,0
175.94.179.8,49563,175.46.74.217,69,icmp,CON,27.966375277102117,44198,47106,66,65,4,4,ssh,509616.3188129162,7973400.830100552,195,5,1192,985,29044004,23641497,270.7148431007189,11832.220333678197,4,1770,70.8835178195222,97.89249279182373,1422117700,1422133457,459.4376682204111,274.6184565344519,0.002099366420130795,0.0,0.0,0,5,0,0,0,4,7,17,16,6,10,5,Exploits,1
175.137.42.175,6790,175.90.0.229,463,udp,CON,4.717913463854001,39888,75130,136,32,0,1,-,8584262.569672305,7511939.588589332,179,16,0,0,29423446,463245,138.27227200668054,5701.411876357595,0,2693,9.01274971601555,20.63211498860666,1422113021,1422126273,455.81956968288375,156.2559907881676,0.008093573140783747,0.005060038408749872,0.0,0,6,0,0,0,19,9,15,20,6,1,15,Normal,0
175.216.186.204,34756,175.162.147.46,21,udp,INT,28.550125452098023,17742,10592,254,121,0,1,-,9285025.45421349,15809.1723,8,13,373,199,0,58700087,1416.9326834399487,933.5520396230229,1,2563,36.99885626762818,23.997360054199998,1422157235,1422204048,36.074166468757184,116.6160657650686,0.004362472447585527,0.002340617643611598,0.0,0,5,0,0,0,4,11,11,3,4,1,11,Reconnaissance,1
175.226.108.234,33474,175.208.248.195,507,icmp,FIN,24.483724015186873,69088,20766,32,129,5,4,ssh,4187534.2142598694,7817932.6943130465,131,148,0,488,49118151,0,545.2097153915685,480.57861663364645,0,1564,18.66999438097469,80.59132434181723,1421997535,1422002334,133.06068850342982,230.00013605055366,0.0,0.0,0.0,0,2,0,0,0,7,10,12,15,9,7,4,Normal,0
175.155.197.49,54756,175.180.26.211,45226,icmp,FIN,12.587285917427396,66500,65800,54,127,5,5,http,384920.7692405036,1992636.0069288677,118,53,1250,336,53965948,40234999,676.0529428517107,1406.9784673917704,1,2582,9.47580744116504,18.622260958545677,1422133152,1422138863,281.08641937386386,310.78468646108365,0.0022325992399689766,0.0014960803303256784,0.0031787106876289013,0,0,3,0,0,7,4,10,1,4,6,6,Normal,0
175.70.83.50,51627,175.115.16.105,433,udp,REQ,27.26748468892881,52882,29723,57,68,0,1,-,9205117.919732474,9895501.580126736,158,122,0,905,0,0,295.99794452903905,310.98318635208034,5,2629,89.63265651178286,88.08953997630114,1422393489,1422415336,202.06531019732878,11.294875921078312,0.0,0.0014752032865790114,0.005723922818323152,0,5,0,0,0,13,11,13,20,10,10,18,Normal,0
175.87.216.251,4049,175.0.127.77,25,icmp,INT,27.138585,38496,86397,254,64,4,3,-,6951014.9444,5226662.5994,91,156,0,0,0,0,423.03,553.83,4,4182,20.984,9.9009,1421974322,1422001460,118.5502,94.0368,0.0,0.0,0.0,0,2,0,0,0,7,5,20,18,4,10,12,Normal,0
175.109.103.212,9015,175.138.139.36,21,icmp,INT,18.022258636205326,31433,4866,71,61,0,0,-,4172055.5441654446,7183405.645947233,24,169,0,0,24777740,0,1360.9826213523002,0.01,1,8,94.50313556656194,96.34724579691216,1422103273,1422117220,206.03828146333643,464.37850168289793,0.0028081814269672097,0.009595769572495015,0.0,0,3,0,0,0,16,8,10,11,5,1,4,Normal,0
175.104.217.143,21239,175.93.51.73,19178,udp,REQ,15.326938082943704,82792,49501,253,254,1,3,http,9578700.659065427,6845863.0100887865,59,106,0,568,10561137,0,1270.1563503984214,772.7753244001269,3,3608,73.54393434625982,27.62264555194264,1422376316,1422381938,77.73014528414794,9.03353003471459,0.011725532325754242,0.00576585432204414,0.0,0,2,4,0,0,6,12,10,8,2,9,7,Backdoor,1
175.161.251.196,12905,175.77.225.14,21,udp,REQ,7.8567911650229485,2909,61859,128,59,5,3,smtp,4289134.448236972,9792118.32131306,130,13,901,1020,12833240,127701194,0.92,5567.7284885281415,3,2888,99.15756874932809,57.59654670019607,1422414568,1422410927,249.3910048860857,430.58647743269995,0.0024144658523320007,0.0,0.00014266928051427777,0,6,0,0,0,5,4,12,3,4,5,6,DoS,1
175.63.221.38,54779,175.11.94.37,21,udp,RST,7.3952978572204655,66260,96111,59,250,3,2,-,2959117.736740428,1060493.7604712585,148,127,578,90,0,0,699.2671968747155,849.824220194459,2,2331,39.96444806109944,68.91820063412045,1422029555,1422060830,231.83201557554835,403.94924987560336,0.0,0.0,0.0,0,1,0,0,0,2,10,15,4,10,7,1,Normal,0
175.137.42.175,6578,175.90.0.229,347,udp,CON,4.586389846473223,42095,76905,126,33,0,1,-,8632763.050864363,7505920.863199945,176,14,0,0,9995974,0,179.660024614515,5889.587623877642,0,2628,9.043685843551646,21.894639851612997,1422138250,1422118792,450.3333208899968,160.89022847251638,0.0,0.0,0.0,0,6,0,0,0,19,9,15,20,6,1,15,Normal,0
175.193.192.21,13235,175.68.178.31,21,udp,REQ,11.834179867915687,16261,97892,66,34,0,2,-,4470068.583182134,7030848.346502598,108,136,1115,784,0,58784652,172.30637077959474,919.7900779419633,3,1821,23.86986811477755,34.61203573634531,1422203961,1422240729,102.5709976417055,446.15500087529983,0.008404612260724052,0.0,0.0,0,6,0,0,0,4,2,14,20,1,4,7,Generic,1
175.211.37.27,49944,175.225.69.57,658,tcp,CON,10.20194257204776,4899,32564,34,254,0,2,-,6334563.422999225,8742901.5975986,54,26,45494,29884,2679501331,962554240,0.92,1350.127036126927,3,2234,53.91105407884877,65.82042342241411,1421944432,1421950008,459.6656750857962,252.8428328275885,0.4936235381780104,0.23351192930509299,0.272107218204263,0,0,0,0,0,3,17,19,8,10,5,1,Fuzzers,1
175.9.102.24,34284,175.26.194.105,21,tcp,CON,17.668832860241316,29184,30343,131,254,3,0,-,5332597.389601446,6353986.53100776,77,26,35422,48678,1932236771,259486746,453.89174530350635,1210.012149473077,0,65,5.333821380172748,71.88044902326307,1422140984,1422166868,142.25325938741986,139.01698502810336,0.3066234379378152,0.12746282633888434,0.07138642997633864,0,3,0,0,0,12,11,10,4,2,1,18,Normal,0
175.47.77.254,12040,175.26.1.121,1092,icmp,REQ,8.438912843081477,50619,90943,135,32,0,1,-,8738018.77735484,3357549.5405820417,7,151,0,0,29034443,0,4739.89470386815,225.5092612870701,0,310,62.59140015604546,81.29083509272563,1422123224,1422129779,399.7853582740591,444.4400608425351,0.0,0.0,0.0,0,6,0,0,0,16,4,9,19,5,10,17,Generic,1
175.141.218.178,53142,175.165.131.42,895,icmp,FIN,23.150515591256134,47185,51329,123,32,2,2,-,1584006.4350455066,727188.9969585004,51,161,19,681,753401,0,1236.3622584111336,541.6115015315494,3,1492,65.98548735642699,10.196800892101178,1422499273,1422514139,376.3070179779713,107.22603684892688,0.0,0.0,0.0008849953497475127,0,5,0,0,0,4,15,9,4,1,2,3,DoS,1
175.141.218.178,52960,175.165.131.42,269,icmp,FIN,23.67020821642349,49623,51855,125,32,2,2,-,1691694.130473767,692764.032357626,56,161,509,1649,0,48025498,900.6252824529404,0.01,3,1432,65.53926280923078,9.436667066133325,1422491965,1422533578,371.8122707899164,104.95058104884014,0.007102487852421528,0.005170726839132936,0.0019959457882430015,0,5,0,0,0,5,14,10,4,1,2,3,DoS,1
175.58.36.122,48747,175.40.216.175,443,icmp,FIN,24.975721,70532,98658,254,64,3,2,-,2485528.6934,9758642.2942,166,33,0,0,0,0,424.89,2989.64,0,4216,57.9269,32.7654,1421985936,1422010911,189.4915,3.8392,0.0,0.0,0.0,0,0,0,0,0,20,19,10,5,5,9,19,Generic,1
175.140.216.230,18630,175.192.178.118,21,udp,RST,9.31248224653276,69284,83867,254,32,0,4,dns,9997587.3285,9309091.381908266,96,149,0,2456,42466696,23453079,377.507274380086,596.6311199395022,5,4841,61.917587617113,31.12244147805097,1422041318,1422045709,247.3558998472027,165.43911997071254,0.0,0.0026968565773484495,0.0,0,2,0,0,0,11,9,9,10,4,3,17,Normal,0
175.210.22.82,43970,175.242.195.99,51554,icmp,REQ,19.65759003717009,21083,66706,32,70,4,4,ssh,3090242.093970334,1087940.773636256,113,33,717,0,115086030,5280962,62.167141194567606,2397.1481018185655,4,3697,0.7297904480672146,14.130529337555002,1422081721,1422124499,38.21302581846654,392.65967620541716,0.001266644485807917,0.0008272773886172375,0.0,0,2,0,0,0,11,20,12,3,6,9,13,Normal,0
175.78.173.27,65405,175.197.72.41,538,tcp,REQ,18.248887101814862,34148,82714,250,126,4,4,http,1346341.362938311,5159731.79379146,152,200,29947,35461,2256895218,2206165361,288.9462200472636,236.931476133913,4,475,83.82785058155739,13.0073809581071,1422196949,1422210350,186.34806832080807,75.53117678810122,0.491407198922434,0.16036393675268312,0.17986456430098083,0,0,3,0,0,1,20,4,3,5,2,7,Normal,0
